"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"1400000US48187210712","Census Tract 2107.12, Guadalupe County, Texas","4972","301"
"1400000US48029110800","Census Tract 1108, Bexar County, Texas","1905","271"
"1400000US48491020310","Census Tract 203.10, Williamson County, Texas","3703","223"
"1400000US48439111551","Census Tract 1115.51, Tarrant County, Texas","7013","451"
"1400000US48215024600","Census Tract 246, Hidalgo County, Texas","8095","494"
"1400000US48491020403","Census Tract 204.03, Williamson County, Texas","2534","276"
"1400000US48099010201","Census Tract 102.01, Coryell County, Texas","7870","486"
"1400000US48113013008","Census Tract 130.08, Dallas County, Texas","3855","260"
"1400000US48203020102","Census Tract 201.02, Harrison County, Texas","5484","732"
"1400000US48201555502","Census Tract 5555.02, Harris County, Texas","25623","1424"
"1400000US48039661601","Census Tract 6616.01, Brazoria County, Texas","6562","464"
"1400000US48355003304","Census Tract 33.04, Nueces County, Texas","6248","538"
"1400000US48067950200","Census Tract 9502, Cass County, Texas","2080","261"
"1400000US48201350801","Census Tract 3508.01, Harris County, Texas","5582","443"
"1400000US48201254200","Census Tract 2542, Harris County, Texas","2639","302"
"1400000US48201453100","Census Tract 4531, Harris County, Texas","4550","493"
"1400000US48201530900","Census Tract 5309, Harris County, Texas","4396","428"
"1400000US48141010338","Census Tract 103.38, El Paso County, Texas","7075","793"
"1400000US48231960700","Census Tract 9607, Hunt County, Texas","5587","540"
"1400000US48481741100","Census Tract 7411, Wharton County, Texas","2552","376"
"1400000US48439111530","Census Tract 1115.30, Tarrant County, Texas","6601","416"
"1400000US48303010405","Census Tract 104.05, Lubbock County, Texas","5320","695"
"1400000US48121020205","Census Tract 202.05, Denton County, Texas","1940","181"
"1400000US48209010808","Census Tract 108.08, Hays County, Texas","5979","606"
"1400000US48373210204","Census Tract 2102.04, Polk County, Texas","4807","532"
"1400000US48453001910","Census Tract 19.10, Travis County, Texas","4699","374"
"1400000US48451000100","Census Tract 1, Tom Green County, Texas","2237","290"
"1400000US48061014400","Census Tract 144, Cameron County, Texas","20553","1361"
"1400000US48091310903","Census Tract 3109.03, Comal County, Texas","5551","371"
"1400000US48113007823","Census Tract 78.23, Dallas County, Texas","1352","214"
"1400000US48113015403","Census Tract 154.03, Dallas County, Texas","3345","427"
"1400000US48215021701","Census Tract 217.01, Hidalgo County, Texas","10497","899"
"1400000US48113017304","Census Tract 173.04, Dallas County, Texas","10408","752"
"1400000US48367140200","Census Tract 1402, Parker County, Texas","7026","532"
"1400000US48325000800","Census Tract 8, Medina County, Texas","7711","822"
"1400000US48215022900","Census Tract 229, Hidalgo County, Texas","4300","552"
"1400000US48115950600","Census Tract 9506, Dawson County, Texas","1500","230"
"1400000US48339693900","Census Tract 6939, Montgomery County, Texas","13140","1413"
"1400000US48479001711","Census Tract 17.11, Webb County, Texas","7103","701"
"1400000US48113016410","Census Tract 164.10, Dallas County, Texas","5066","534"
"1400000US48201554101","Census Tract 5541.01, Harris County, Texas","1192","74"
"1400000US48113013626","Census Tract 136.26, Dallas County, Texas","3188","294"
"1400000US48121021747","Census Tract 217.47, Denton County, Texas","5043","375"
"1400000US48485010100","Census Tract 101, Wichita County, Texas","1365","231"
"1400000US48209010908","Census Tract 109.08, Hays County, Texas","13054","858"
"1400000US48149970200","Census Tract 9702, Fayette County, Texas","2317","278"
"1400000US48367140409","Census Tract 1404.09, Parker County, Texas","3834","369"
"1400000US48085031718","Census Tract 317.18, Collin County, Texas","2716","194"
"1400000US48041001000","Census Tract 10, Brazos County, Texas","7517","734"
"1400000US48085031504","Census Tract 315.04, Collin County, Texas","7071","434"
"1400000US48355002602","Census Tract 26.02, Nueces County, Texas","2105","178"
"1400000US48245006900","Census Tract 69, Jefferson County, Texas","3141","412"
"1400000US48029121909","Census Tract 1219.09, Bexar County, Texas","7952","639"
"1400000US48439104602","Census Tract 1046.02, Tarrant County, Texas","5069","706"
"1400000US48201253800","Census Tract 2538, Harris County, Texas","8252","774"
"1400000US48449950300","Census Tract 9503, Titus County, Texas","9020","600"
"1400000US48223950500","Census Tract 9505, Hopkins County, Texas","2852","289"
"1400000US48309001300","Census Tract 13, McLennan County, Texas","2583","272"
"1400000US48479001812","Census Tract 18.12, Webb County, Texas","9029","730"
"1400000US48029140400","Census Tract 1404, Bexar County, Texas","3718","429"
"1400000US48439113516","Census Tract 1135.16, Tarrant County, Texas","4700","427"
"1400000US48121021515","Census Tract 215.15, Denton County, Texas","14334","764"
"1400000US48113016409","Census Tract 164.09, Dallas County, Texas","3533","239"
"1400000US48113003901","Census Tract 39.01, Dallas County, Texas","2199","350"
"1400000US48303001706","Census Tract 17.06, Lubbock County, Texas","6429","514"
"1400000US48113018121","Census Tract 181.21, Dallas County, Texas","5290","414"
"1400000US48121021407","Census Tract 214.07, Denton County, Texas","7682","581"
"1400000US48293970200","Census Tract 9702, Limestone County, Texas","3901","381"
"1400000US48451000900","Census Tract 9, Tom Green County, Texas","2255","277"
"1400000US48219950100","Census Tract 9501, Hockley County, Texas","1392","191"
"1400000US48135002501","Census Tract 25.01, Ector County, Texas","7370","567"
"1400000US48201554501","Census Tract 5545.01, Harris County, Texas","6170","325"
"1400000US48201221000","Census Tract 2210, Harris County, Texas","4205","406"
"1400000US48453000305","Census Tract 3.05, Travis County, Texas","3930","330"
"1400000US48061013802","Census Tract 138.02, Cameron County, Texas","3109","393"
"1400000US48167722001","Census Tract 7220.01, Galveston County, Texas","5159","510"
"1400000US48157673600","Census Tract 6736, Fort Bend County, Texas","7746","522"
"1400000US48451001500","Census Tract 15, Tom Green County, Texas","2782","441"
"1400000US48039661000","Census Tract 6610, Brazoria County, Texas","7242","709"
"1400000US48259970301","Census Tract 9703.01, Kendall County, Texas","5698","524"
"1400000US48201533902","Census Tract 5339.02, Harris County, Texas","4761","510"
"1400000US48201542500","Census Tract 5425, Harris County, Texas","3039","250"
"1400000US48397040506","Census Tract 405.06, Rockwall County, Texas","8287","502"
"1400000US48141002300","Census Tract 23, El Paso County, Texas","4202","517"
"1400000US48113019024","Census Tract 190.24, Dallas County, Texas","4551","425"
"1400000US48453002105","Census Tract 21.05, Travis County, Texas","4929","460"
"1400000US48113019004","Census Tract 190.04, Dallas County, Texas","6875","812"
"1400000US48141003701","Census Tract 37.01, El Paso County, Texas","4495","573"
"1400000US48029171923","Census Tract 1719.23, Bexar County, Texas","10157","766"
"1400000US48201553100","Census Tract 5531, Harris County, Texas","6118","584"
"1400000US48003950400","Census Tract 9504, Andrews County, Texas","3186","239"
"1400000US48493000103","Census Tract 1.03, Wilson County, Texas","3166","337"
"1400000US48029172006","Census Tract 1720.06, Bexar County, Texas","8327","565"
"1400000US48041001303","Census Tract 13.03, Brazos County, Texas","4837","519"
"1400000US48461950200","Census Tract 9502, Upton County, Texas","2452","130"
"1400000US48471790103","Census Tract 7901.03, Walker County, Texas","6034","607"
"1400000US48141010207","Census Tract 102.07, El Paso County, Texas","8510","991"
"1400000US48209010804","Census Tract 108.04, Hays County, Texas","9413","684"
"1400000US48491020110","Census Tract 201.10, Williamson County, Texas","5115","349"
"1400000US48029191806","Census Tract 1918.06, Bexar County, Texas","8632","479"
"1400000US48029191006","Census Tract 1910.06, Bexar County, Texas","6180","707"
"1400000US48439110809","Census Tract 1108.09, Tarrant County, Texas","2079","126"
"1400000US48339690201","Census Tract 6902.01, Montgomery County, Texas","11368","656"
"1400000US48201250100","Census Tract 2501, Harris County, Texas","9043","900"
"1400000US48439113404","Census Tract 1134.04, Tarrant County, Texas","5895","671"
"1400000US48167725000","Census Tract 7250, Galveston County, Texas","1862","226"
"1400000US48201423402","Census Tract 4234.02, Harris County, Texas","4689","473"
"1400000US48381020800","Census Tract 208, Randall County, Texas","6820","619"
"1400000US48011950100","Census Tract 9501, Armstrong County, Texas","1916","125"
"1400000US48201251200","Census Tract 2512, Harris County, Texas","6572","574"
"1400000US48209010906","Census Tract 109.06, Hays County, Texas","14255","1041"
"1400000US48029191405","Census Tract 1914.05, Bexar County, Texas","8893","673"
"1400000US48139060702","Census Tract 607.02, Ellis County, Texas","4779","378"
"1400000US48145000300","Census Tract 3, Falls County, Texas","3597","327"
"1400000US48085031004","Census Tract 310.04, Collin County, Texas","5700","505"
"1400000US48259970100","Census Tract 9701, Kendall County, Texas","6405","815"
"1400000US48113020500","Census Tract 205, Dallas County, Texas","5305","510"
"1400000US48241950700","Census Tract 9507, Jasper County, Texas","8136","802"
"1400000US48029181704","Census Tract 1817.04, Bexar County, Texas","6397","518"
"1400000US48201433400","Census Tract 4334, Harris County, Texas","4785","552"
"1400000US48339690402","Census Tract 6904.02, Montgomery County, Texas","17706","1073"
"1400000US48113014602","Census Tract 146.02, Dallas County, Texas","4698","400"
"1400000US48355003601","Census Tract 36.01, Nueces County, Texas","6476","611"
"1400000US48439113301","Census Tract 1133.01, Tarrant County, Texas","4223","341"
"1400000US48439110905","Census Tract 1109.05, Tarrant County, Texas","4866","293"
"1400000US48135001300","Census Tract 13, Ector County, Texas","5066","518"
"1400000US48361020900","Census Tract 209, Orange County, Texas","3478","461"
"1400000US48491020203","Census Tract 202.03, Williamson County, Texas","3376","222"
"1400000US48201321100","Census Tract 3211, Harris County, Texas","8514","612"
"1400000US48201233703","Census Tract 2337.03, Harris County, Texas","2386","206"
"1400000US48113020700","Census Tract 207, Dallas County, Texas","4523","317"
"1400000US48439105203","Census Tract 1052.03, Tarrant County, Texas","2456","434"
"1400000US48091310401","Census Tract 3104.01, Comal County, Texas","5792","562"
"1400000US48067950500","Census Tract 9505, Cass County, Texas","2759","279"
"1400000US48113004500","Census Tract 45, Dallas County, Texas","6567","788"
"1400000US48343950300","Census Tract 9503, Morris County, Texas","2722","334"
"1400000US48141010332","Census Tract 103.32, El Paso County, Texas","9646","808"
"1400000US48075950100","Census Tract 9501, Childress County, Texas","2175","318"
"1400000US48423002006","Census Tract 20.06, Smith County, Texas","3854","326"
"1400000US48309003703","Census Tract 37.03, McLennan County, Texas","6030","296"
"1400000US48113016618","Census Tract 166.18, Dallas County, Texas","4939","470"
"1400000US48201522500","Census Tract 5225, Harris County, Texas","5112","137"
"1400000US48439113808","Census Tract 1138.08, Tarrant County, Texas","6412","360"
"1400000US48201250401","Census Tract 2504.01, Harris County, Texas","12558","845"
"1400000US48439105403","Census Tract 1054.03, Tarrant County, Texas","6868","581"
"1400000US48201540200","Census Tract 5402, Harris County, Texas","2624","446"
"1400000US48157671100","Census Tract 6711, Fort Bend County, Texas","8663","773"
"1400000US48113013004","Census Tract 130.04, Dallas County, Texas","6729","314"
"1400000US48201311600","Census Tract 3116, Harris County, Texas","3798","372"
"1400000US48303000100","Census Tract 1, Lubbock County, Texas","2724","345"
"1400000US48157672900","Census Tract 6729, Fort Bend County, Texas","51536","2297"
"1400000US48309002302","Census Tract 23.02, McLennan County, Texas","5028","543"
"1400000US48455950100","Census Tract 9501, Trinity County, Texas","2459","247"
"1400000US48453000306","Census Tract 3.06, Travis County, Texas","5520","361"
"1400000US48121020700","Census Tract 207, Denton County, Texas","2746","303"
"1400000US48305950400","Census Tract 9504, Lynn County, Texas","2040","128"
"1400000US48113017702","Census Tract 177.02, Dallas County, Texas","7523","690"
"1400000US48201222700","Census Tract 2227, Harris County, Texas","5773","458"
"1400000US48439111313","Census Tract 1113.13, Tarrant County, Texas","10420","639"
"1400000US48085031656","Census Tract 316.56, Collin County, Texas","2670","233"
"1400000US48215021600","Census Tract 216, Hidalgo County, Texas","4233","560"
"1400000US48453001000","Census Tract 10, Travis County, Texas","3777","400"
"1400000US48201421800","Census Tract 4218, Harris County, Texas","4999","653"
"1400000US48085031627","Census Tract 316.27, Collin County, Texas","5168","293"
"1400000US48113010805","Census Tract 108.05, Dallas County, Texas","6129","524"
"1400000US48213950903","Census Tract 9509.03, Henderson County, Texas","2261","331"
"1400000US48029121402","Census Tract 1214.02, Bexar County, Texas","7502","705"
"1400000US48201221400","Census Tract 2214, Harris County, Texas","5977","740"
"1400000US48085031637","Census Tract 316.37, Collin County, Texas","7141","412"
"1400000US48491020321","Census Tract 203.21, Williamson County, Texas","1961","207"
"1400000US48141010328","Census Tract 103.28, El Paso County, Texas","4318","515"
"1400000US48201311800","Census Tract 3118, Harris County, Texas","4465","576"
"1400000US48451000400","Census Tract 4, Tom Green County, Texas","5292","695"
"1400000US48209010905","Census Tract 109.05, Hays County, Texas","6751","771"
"1400000US48381021704","Census Tract 217.04, Randall County, Texas","8089","504"
"1400000US48157671001","Census Tract 6710.01, Fort Bend County, Texas","5413","471"
"1400000US48209010303","Census Tract 103.03, Hays County, Texas","8280","654"
"1400000US48453001200","Census Tract 12, Travis County, Texas","5513","517"
"1400000US48113018126","Census Tract 181.26, Dallas County, Texas","6771","732"
"1400000US48201520601","Census Tract 5206.01, Harris County, Texas","2781","449"
"1400000US48085031508","Census Tract 315.08, Collin County, Texas","6507","392"
"1400000US48303001602","Census Tract 16.02, Lubbock County, Texas","3200","344"
"1400000US48181000901","Census Tract 9.01, Grayson County, Texas","4320","349"
"1400000US48303010511","Census Tract 105.11, Lubbock County, Texas","5500","389"
"1400000US48297950200","Census Tract 9502, Live Oak County, Texas","2233","164"
"1400000US48373210101","Census Tract 2101.01, Polk County, Texas","5370","530"
"1400000US48001950401","Census Tract 9504.01, Anderson County, Texas","4872","263"
"1400000US48399950600","Census Tract 9506, Runnels County, Texas","4524","159"
"1400000US48113006200","Census Tract 62, Dallas County, Texas","6827","743"
"1400000US48141010218","Census Tract 102.18, El Paso County, Texas","3889","336"
"1400000US48491020111","Census Tract 201.11, Williamson County, Texas","3850","324"
"1400000US48491020325","Census Tract 203.25, Williamson County, Texas","3538","350"
"1400000US48201331602","Census Tract 3316.02, Harris County, Texas","1883","398"
"1400000US48029121813","Census Tract 1218.13, Bexar County, Texas","1787","254"
"1400000US48505950400","Census Tract 9504, Zapata County, Texas","6055","806"
"1400000US48201241300","Census Tract 2413, Harris County, Texas","11354","648"
"1400000US48073950100","Census Tract 9501, Cherokee County, Texas","4514","406"
"1400000US48471790800","Census Tract 7908, Walker County, Texas","6851","683"
"1400000US48453002425","Census Tract 24.25, Travis County, Texas","3859","333"
"1400000US48439106102","Census Tract 1061.02, Tarrant County, Texas","3921","636"
"1400000US48453000206","Census Tract 2.06, Travis County, Texas","3361","241"
"1400000US48127950200","Census Tract 9502, Dimmit County, Texas","8549","519"
"1400000US48329010104","Census Tract 101.04, Midland County, Texas","8140","588"
"1400000US48251130303","Census Tract 1303.03, Johnson County, Texas","4086","427"
"1400000US48201450300","Census Tract 4503, Harris County, Texas","8530","900"
"1400000US48029191102","Census Tract 1911.02, Bexar County, Texas","2611","251"
"1400000US48201231200","Census Tract 2312, Harris County, Texas","6998","978"
"1400000US48291701400","Census Tract 7014, Liberty County, Texas","8073","608"
"1400000US48021950801","Census Tract 9508.01, Bastrop County, Texas","8019","1192"
"1400000US48201320602","Census Tract 3206.02, Harris County, Texas","4835","493"
"1400000US48201420600","Census Tract 4206, Harris County, Texas","2283","172"
"1400000US48439111312","Census Tract 1113.12, Tarrant County, Texas","3423","248"
"1400000US48201522401","Census Tract 5224.01, Harris County, Texas","5809","554"
"1400000US48439113624","Census Tract 1136.24, Tarrant County, Texas","4826","282"
"1400000US48055960500","Census Tract 9605, Caldwell County, Texas","7736","446"
"1400000US48167723800","Census Tract 7238, Galveston County, Texas","4180","362"
"1400000US48085031631","Census Tract 316.31, Collin County, Texas","4852","414"
"1400000US48453001901","Census Tract 19.01, Travis County, Texas","5795","390"
"1400000US48001950402","Census Tract 9504.02, Anderson County, Texas","7548","356"
"1400000US48201421500","Census Tract 4215, Harris County, Texas","7875","772"
"1400000US48201455300","Census Tract 4553, Harris County, Texas","8839","856"
"1400000US48347950400","Census Tract 9504, Nacogdoches County, Texas","7579","494"
"1400000US48201343301","Census Tract 3433.01, Harris County, Texas","4948","372"
"1400000US48485011000","Census Tract 110, Wichita County, Texas","2363","250"
"1400000US48113000201","Census Tract 2.01, Dallas County, Texas","2987","161"
"1400000US48027023500","Census Tract 235, Bell County, Texas","1948","271"
"1400000US48089750200","Census Tract 7502, Colorado County, Texas","1947","297"
"1400000US48201454200","Census Tract 4542, Harris County, Texas","4542","605"
"1400000US48201454000","Census Tract 4540, Harris County, Texas","5433","461"
"1400000US48113013617","Census Tract 136.17, Dallas County, Texas","2968","258"
"1400000US48505950301","Census Tract 9503.01, Zapata County, Texas","4497","697"
"1400000US48291701200","Census Tract 7012, Liberty County, Texas","6401","808"
"1400000US48015760501","Census Tract 7605.01, Austin County, Texas","5097","459"
"1400000US48381021605","Census Tract 216.05, Randall County, Texas","1933","124"
"1400000US48339693800","Census Tract 6938, Montgomery County, Texas","4791","475"
"1400000US48055960101","Census Tract 9601.01, Caldwell County, Texas","7238","478"
"1400000US48029180901","Census Tract 1809.01, Bexar County, Texas","5687","622"
"1400000US48481740100","Census Tract 7401, Wharton County, Texas","5461","655"
"1400000US48453001718","Census Tract 17.18, Travis County, Texas","6128","487"
"1400000US48061013700","Census Tract 137, Cameron County, Texas","4270","574"
"1400000US48189950800","Census Tract 9508, Hale County, Texas","1235","171"
"1400000US48085031505","Census Tract 315.05, Collin County, Texas","8294","512"
"1400000US48085031628","Census Tract 316.28, Collin County, Texas","3770","188"
"1400000US48027021500","Census Tract 215, Bell County, Texas","6839","715"
"1400000US48201412300","Census Tract 4123, Harris County, Texas","7021","275"
"1400000US48453001712","Census Tract 17.12, Travis County, Texas","4803","375"
"1400000US48145000200","Census Tract 2, Falls County, Texas","2771","328"
"1400000US48073950802","Census Tract 9508.02, Cherokee County, Texas","4100","409"
"1400000US48113009610","Census Tract 96.10, Dallas County, Texas","4956","465"
"1400000US48245011500","Census Tract 115, Jefferson County, Texas","2290","282"
"1400000US48121020506","Census Tract 205.06, Denton County, Texas","2313","398"
"1400000US48201342500","Census Tract 3425, Harris County, Texas","5641","536"
"1400000US48339692400","Census Tract 6924, Montgomery County, Texas","10658","1114"
"1400000US48027021303","Census Tract 213.03, Bell County, Texas","9873","618"
"1400000US48061013002","Census Tract 130.02, Cameron County, Texas","4269","434"
"1400000US48201313600","Census Tract 3136, Harris County, Texas","4620","564"
"1400000US48113008900","Census Tract 89, Dallas County, Texas","3343","416"
"1400000US48201531100","Census Tract 5311, Harris County, Texas","3262","207"
"1400000US48215024108","Census Tract 241.08, Hidalgo County, Texas","5854","656"
"1400000US48029131601","Census Tract 1316.01, Bexar County, Texas","4323","453"
"1400000US48139061700","Census Tract 617, Ellis County, Texas","5289","417"
"1400000US48481740600","Census Tract 7406, Wharton County, Texas","4325","560"
"1400000US48491020319","Census Tract 203.19, Williamson County, Texas","8207","561"
"1400000US48061014100","Census Tract 141, Cameron County, Texas","13802","1468"
"1400000US48439110402","Census Tract 1104.02, Tarrant County, Texas","5250","28"
"1400000US48467950600","Census Tract 9506, Van Zandt County, Texas","6924","522"
"1400000US48201332400","Census Tract 3324, Harris County, Texas","3906","502"
"1400000US48239950300","Census Tract 9503, Jackson County, Texas","5075","417"
"1400000US48451001708","Census Tract 17.08, Tom Green County, Texas","6708","917"
"1400000US48201410401","Census Tract 4104.01, Harris County, Texas","4050","521"
"1400000US48453002430","Census Tract 24.30, Travis County, Texas","2674","429"
"1400000US48335950200","Census Tract 9502, Mitchell County, Texas","7155","298"
"1400000US48085031647","Census Tract 316.47, Collin County, Texas","3309","266"
"1400000US48449950100","Census Tract 9501, Titus County, Texas","2065","230"
"1400000US48165950200","Census Tract 9502, Gaines County, Texas","10009","485"
"1400000US48141003100","Census Tract 31, El Paso County, Texas","3128","416"
"1400000US48507950302","Census Tract 9503.02, Zavala County, Texas","7229","600"
"1400000US48121020108","Census Tract 201.08, Denton County, Texas","24483","1103"
"1400000US48113011200","Census Tract 112, Dallas County, Texas","7525","918"
"1400000US48201412500","Census Tract 4125, Harris County, Texas","1596","136"
"1400000US48201233200","Census Tract 2332, Harris County, Texas","6380","594"
"1400000US48085031664","Census Tract 316.64, Collin County, Texas","3828","204"
"1400000US48201450600","Census Tract 4506, Harris County, Texas","4060","483"
"1400000US48085031626","Census Tract 316.26, Collin County, Texas","2336","141"
"1400000US48439104701","Census Tract 1047.01, Tarrant County, Texas","4434","414"
"1400000US48485012900","Census Tract 129, Wichita County, Texas","2489","290"
"1400000US48053960200","Census Tract 9602, Burnet County, Texas","3197","346"
"1400000US48201540501","Census Tract 5405.01, Harris County, Texas","6645","807"
"1400000US48121021409","Census Tract 214.09, Denton County, Texas","8459","557"
"1400000US48303000302","Census Tract 3.02, Lubbock County, Texas","6834","594"
"1400000US48037010500","Census Tract 105, Bowie County, Texas","2429","337"
"1400000US48215021401","Census Tract 214.01, Hidalgo County, Texas","6009","743"
"1400000US48355001000","Census Tract 10, Nueces County, Texas","4028","643"
"1400000US48061012001","Census Tract 120.01, Cameron County, Texas","6527","774"
"1400000US48451000802","Census Tract 8.02, Tom Green County, Texas","4494","505"
"1400000US48439114205","Census Tract 1142.05, Tarrant County, Texas","3102","388"
"1400000US48491021100","Census Tract 211, Williamson County, Texas","3033","364"
"1400000US48027021400","Census Tract 214, Bell County, Texas","3974","390"
"1400000US48355003700","Census Tract 37, Nueces County, Texas","3406","278"
"1400000US48453001821","Census Tract 18.21, Travis County, Texas","5695","602"
"1400000US48041001400","Census Tract 14, Brazos County, Texas","2784","699"
"1400000US48495950300","Census Tract 9503, Winkler County, Texas","3960","266"
"1400000US48085030522","Census Tract 305.22, Collin County, Texas","10047","591"
"1400000US48279950600","Census Tract 9506, Lamb County, Texas","3437","332"
"1400000US48375015400","Census Tract 154, Potter County, Texas","2378","321"
"1400000US48201252600","Census Tract 2526, Harris County, Texas","8501","858"
"1400000US48053960100","Census Tract 9601, Burnet County, Texas","6926","763"
"1400000US48339694102","Census Tract 6941.02, Montgomery County, Texas","5304","507"
"1400000US48213950500","Census Tract 9505, Henderson County, Texas","2339","233"
"1400000US48479001104","Census Tract 11.04, Webb County, Texas","3413","408"
"1400000US48071710300","Census Tract 7103, Chambers County, Texas","2985","635"
"1400000US48167726100","Census Tract 7261, Galveston County, Texas","2350","390"
"1400000US48439110401","Census Tract 1104.01, Tarrant County, Texas","4934","38"
"1400000US48245000900","Census Tract 9, Jefferson County, Texas","2088","265"
"1400000US48157673500","Census Tract 6735, Fort Bend County, Texas","8221","536"
"1400000US48025950600","Census Tract 9506, Bee County, Texas","2396","329"
"1400000US48355005404","Census Tract 54.04, Nueces County, Texas","3922","334"
"1400000US48171950200","Census Tract 9502, Gillespie County, Texas","4576","364"
"1400000US48471790400","Census Tract 7904, Walker County, Texas","11457","1585"
"1400000US48201451901","Census Tract 4519.01, Harris County, Texas","7527","726"
"1400000US48223950600","Census Tract 9506, Hopkins County, Texas","3969","265"
"1400000US48141010333","Census Tract 103.33, El Paso County, Texas","4298","405"
"1400000US48201531600","Census Tract 5316, Harris County, Texas","3153","347"
"1400000US48453001505","Census Tract 15.05, Travis County, Texas","4661","339"
"1400000US48329001400","Census Tract 14, Midland County, Texas","6302","667"
"1400000US48439113107","Census Tract 1131.07, Tarrant County, Texas","2039","144"
"1400000US48027020702","Census Tract 207.02, Bell County, Texas","2045","270"
"1400000US48167723400","Census Tract 7234, Galveston County, Texas","7068","684"
"1400000US48201555501","Census Tract 5555.01, Harris County, Texas","5092","556"
"1400000US48453001786","Census Tract 17.86, Travis County, Texas","5298","469"
"1400000US48201540700","Census Tract 5407, Harris County, Texas","7201","448"
"1400000US48439110600","Census Tract 1106, Tarrant County, Texas","2653","32"
"1400000US48439102100","Census Tract 1021, Tarrant County, Texas","5756","465"
"1400000US48465950601","Census Tract 9506.01, Val Verde County, Texas","3987","472"
"1400000US48085031410","Census Tract 314.10, Collin County, Texas","9227","561"
"1400000US48215020901","Census Tract 209.01, Hidalgo County, Texas","5343","476"
"1400000US48061011400","Census Tract 114, Cameron County, Texas","6774","844"
"1400000US48199031000","Census Tract 310, Hardin County, Texas","3686","544"
"1400000US48495950400","Census Tract 9504, Winkler County, Texas","1177","169"
"1400000US48441013600","Census Tract 136, Taylor County, Texas","4934","465"
"1400000US48113019020","Census Tract 190.20, Dallas County, Texas","5315","584"
"1400000US48161000900","Census Tract 9, Freestone County, Texas","1811","319"
"1400000US48439113707","Census Tract 1137.07, Tarrant County, Texas","5338","314"
"1400000US48479001808","Census Tract 18.08, Webb County, Texas","6807","785"
"1400000US48041002014","Census Tract 20.14, Brazos County, Texas","2826","493"
"1400000US48029131401","Census Tract 1314.01, Bexar County, Texas","10592","902"
"1400000US48373210203","Census Tract 2102.03, Polk County, Texas","6559","776"
"1400000US48029152100","Census Tract 1521, Bexar County, Texas","5032","602"
"1400000US48029160701","Census Tract 1607.01, Bexar County, Texas","3802","383"
"1400000US48201343700","Census Tract 3437, Harris County, Texas","3268","374"
"1400000US48483950300","Census Tract 9503, Wheeler County, Texas","2541","169"
"1400000US48083950600","Census Tract 9506, Coleman County, Texas","1222","140"
"1400000US48479001402","Census Tract 14.02, Webb County, Texas","3665","471"
"1400000US48113015500","Census Tract 155, Dallas County, Texas","3756","509"
"1400000US48201533400","Census Tract 5334, Harris County, Texas","12175","1250"
"1400000US48029181403","Census Tract 1814.03, Bexar County, Texas","6778","781"
"1400000US48215021304","Census Tract 213.04, Hidalgo County, Texas","6615","555"
"1400000US48201222401","Census Tract 2224.01, Harris County, Texas","3263","528"
"1400000US48113980100","Census Tract 9801, Dallas County, Texas","20","28"
"1400000US48113019600","Census Tract 196, Dallas County, Texas","2195","189"
"1400000US48201413300","Census Tract 4133, Harris County, Texas","7779","718"
"1400000US48061012506","Census Tract 125.06, Cameron County, Texas","4567","460"
"1400000US48215022003","Census Tract 220.03, Hidalgo County, Texas","6564","1068"
"1400000US48249950600","Census Tract 9506, Jim Wells County, Texas","4209","385"
"1400000US48167724600","Census Tract 7246, Galveston County, Texas","1791","251"
"1400000US48147950800","Census Tract 9508, Fannin County, Texas","4016","359"
"1400000US48113005200","Census Tract 52, Dallas County, Texas","4979","743"
"1400000US48439100300","Census Tract 1003, Tarrant County, Texas","5278","586"
"1400000US48213951400","Census Tract 9514, Henderson County, Texas","7040","572"
"1400000US48177000100","Census Tract 1, Gonzales County, Texas","3050","299"
"1400000US48121021626","Census Tract 216.26, Denton County, Texas","2718","229"
"1400000US48121021408","Census Tract 214.08, Denton County, Texas","6246","437"
"1400000US48113014115","Census Tract 141.15, Dallas County, Texas","7630","576"
"1400000US48439111505","Census Tract 1115.05, Tarrant County, Texas","4733","419"
"1400000US48453001824","Census Tract 18.24, Travis County, Texas","1849","203"
"1400000US48061012002","Census Tract 120.02, Cameron County, Texas","5729","696"
"1400000US48245007002","Census Tract 70.02, Jefferson County, Texas","4300","331"
"1400000US48453001823","Census Tract 18.23, Travis County, Texas","7640","853"
"1400000US48453001748","Census Tract 17.48, Travis County, Texas","6537","431"
"1400000US48251130204","Census Tract 1302.04, Johnson County, Texas","11480","521"
"1400000US48113016802","Census Tract 168.02, Dallas County, Texas","4233","385"
"1400000US48121021406","Census Tract 214.06, Denton County, Texas","7674","623"
"1400000US48469001601","Census Tract 16.01, Victoria County, Texas","6120","778"
"1400000US48439113918","Census Tract 1139.18, Tarrant County, Texas","5743","429"
"1400000US48201411502","Census Tract 4115.02, Harris County, Texas","3792","408"
"1400000US48201313300","Census Tract 3133, Harris County, Texas","2444","353"
"1400000US48355003603","Census Tract 36.03, Nueces County, Texas","4870","462"
"1400000US48397040200","Census Tract 402, Rockwall County, Texas","6511","486"
"1400000US48309004103","Census Tract 41.03, McLennan County, Texas","9301","794"
"1400000US48121020111","Census Tract 201.11, Denton County, Texas","4131","262"
"1400000US48171950500","Census Tract 9505, Gillespie County, Texas","3931","575"
"1400000US48395960100","Census Tract 9601, Robertson County, Texas","1767","248"
